Orders export: 01/01/2018;;;;;
OrderID;ProductID;KlantID;OrderDatum;Prijs;Aantal
1047;5203;59;12/12/2017;33.90;2
1048;303161;46;12/12/2017;329.85;1
1049;1109;23;12/12/2017;16.50;1
1049;5204;23;12/12/2017;33.90;1
1049;102171;23;12/12/2017;1739.85;1
1050;102201;22;12/12/2017;1739.85;1
1051;2202;32;12/12/2017;41.90;2
1051;202181;32;12/12/2017;539.85;1
1052;4104;63;12/12/2017;15.50;1
1052;7403;63;12/12/2017;36.00;1
1052;201161;63;12/12/2017;832.35;2
1053;5401;59;12/12/2017;14.50;2
1054;2202;67;12/12/2017;41.90;2
1054;3301;67;12/12/2017;4.50;2
1054;4103;67;12/12/2017;13.50;1
1055;103201;72;12/12/2017;899.85;2
1055;303221;72;12/12/2017;329.85;2
1056;303161;18;12/12/2017;329.85;1
1057;103151;72;12/12/2017;809.87;3
1057;303221;72;12/12/2017;329.85;2
1057;402001;72;12/12/2017;274.35;2
1058;303151;76;12/12/2017;313.36;2
1058;401002;76;12/12/2017;281.85;3
1059;5202;35;12/12/2017;33.90;2
1059;303202;35;12/12/2017;296.87;1
1060;1110;70;12/12/2017;16.50;2
1060;4106;70;12/12/2017;15.50;3
1060;5202;70;12/12/2017;33.90;1
1061;2202;54;12/12/2017;41.90;2
1062;3305;37;12/12/2017;21.90;3
1063;201221;31;12/12/2017;832.35;3
1064;2213;69;12/13/2017;48.51;1
1065;4105;39;12/13/2017;15.50;2
1065;301201;39;12/13/2017;764.85;1
1065;302221;39;12/13/2017;479.85;1
1066;2215;44;12/14/2017;53.90;3
1067;4106;42;12/14/2017;14.73;3
1067;303222;42;12/14/2017;329.85;1
1068;2203;18;12/15/2017;41.90;2
1069;201181;8;12/15/2017;749.12;2
1070;102171;6;12/15/2017;1739.85;2
1071;301151;17;12/15/2017;726.61;3
1071;301221;17;12/15/2017;764.85;1
1071;402001;17;12/15/2017;246.92;3
1072;7402;25;12/16/2017;23.50;2
1073;2205;49;12/16/2017;41.90;3
1073;2212;49;12/16/2017;53.90;3
1073;301161;49;12/16/2017;764.85;1
1074;2206;69;12/16/2017;41.90;3
1074;302161;69;12/16/2017;479.85;1
1075;2204;15;12/16/2017;41.90;3
1076;201161;55;12/17/2017;790.73;3
1076;303182;55;12/17/2017;329.85;2
1076;402002;55;12/17/2017;274.35;2
1077;2205;30;12/17/2017;41.90;2
1078;5401;36;12/18/2017;14.50;2
1079;2206;28;12/18/2017;41.90;2
1080;1106;51;12/18/2017;16.50;2
1080;303182;51;12/18/2017;296.87;3
1081;5401;25;12/19/2017;14.50;3
1081;202161;25;12/19/2017;539.85;2
1082;4105;39;12/19/2017;15.50;3
1082;303152;39;12/19/2017;329.85;1
1083;7404;63;12/19/2017;36.00;1
1084;402001;45;12/20/2017;274.35;2
1085;301161;34;12/21/2017;764.85;1
1086;1104;13;12/21/2017;14.50;2
1086;3304;13;12/21/2017;19.71;2
1086;301221;13;12/21/2017;764.85;3
1087;2214;55;12/22/2017;51.21;1
1087;302202;55;12/22/2017;479.85;3
1088;103221;71;12/22/2017;899.85;1
1088;303152;71;12/22/2017;329.85;3
1089;2215;40;12/22/2017;53.90;3
1089;5404;40;12/22/2017;23.50;1
1090;301201;10;12/22/2017;764.85;2
1091;2207;48;12/23/2017;53.90;3
1092;1111;1;12/24/2017;16.50;2
1092;3301;1;12/24/2017;4.50;2
1093;2208;58;12/25/2017;53.90;2
1094;2209;72;12/26/2017;53.90;3
1095;5204;60;12/26/2017;30.51;2
1095;302181;60;12/26/2017;479.85;1
1095;303182;60;12/26/2017;329.85;3
1096;4105;3;12/27/2017;15.50;1
1096;5301;3;12/27/2017;10.71;3
1097;302201;3;12/27/2017;479.85;3
1098;2204;24;12/27/2017;37.71;1
1098;102151;24;12/27/2017;1739.85;2
1098;301201;24;12/27/2017;764.85;3
1099;1101;44;12/27/2017;13.05;2
1100;2210;72;12/27/2017;53.90;2
1101;2204;33;12/27/2017;41.90;3
1101;5204;33;12/27/2017;33.90;1
1101;402002;33;12/27/2017;274.35;3
1102;303202;59;12/27/2017;329.85;3
1103;2211;77;12/27/2017;53.90;2
1104;2204;77;12/27/2017;39.81;3
1104;202181;77;12/27/2017;539.85;2
1105;2212;30;12/27/2017;53.90;3
1106;3305;43;12/27/2017;21.90;3
1106;103171;43;12/27/2017;854.86;3
1107;2213;15;12/27/2017;53.90;2
1108;102221;30;12/27/2017;1739.85;3
1109;1110;66;12/28/2017;16.50;1
1109;5302;66;12/28/2017;9.48;1
1110;2214;7;12/28/2017;53.90;3
1111;2214;34;12/28/2017;53.90;3
1112;2215;5;12/29/2017;53.90;3
1113;201221;40;12/29/2017;832.35;2
1114;2209;62;12/29/2017;53.90;3
1115;3301;5;12/30/2017;4.50;2
1116;3305;71;12/30/2017;21.90;3
1116;4103;71;12/30/2017;13.50;3
1116;303181;71;12/30/2017;329.85;3
1117;101152;32;12/30/2017;2939.85;2
1117;303162;32;12/30/2017;329.85;2
1118;1106;20;12/31/2017;16.50;3
1119;3302;13;12/31/2017;17.50;2
1120;1111;64;12/31/2017;16.50;2
1120;2202;64;12/31/2017;41.90;1
1303;5301;2;11/18/2017;11.90;3
1303;302161;2;11/18/2017;479.85;1
1303;303182;2;11/18/2017;329.85;3
1305;1108;56;11/18/2017;16.50;1
1305;5208;56;11/18/2017;33.90;1
1305;302222;56;11/18/2017;479.85;2
1310;1101;30;11/19/2017;14.50;3
1310;1104;30;11/19/2017;14.50;1
1312;2202;75;11/19/2017;41.90;1
1312;302162;75;11/19/2017;479.85;1
1312;401001;75;11/19/2017;267.76;1
1313;102171;68;11/19/2017;1739.85;2
1317;101221;52;11/21/2017;2939.85;3
1319;102151;17;11/21/2017;1739.85;3
1322;102151;14;11/21/2017;1739.85;2
1323;102171;73;11/21/2017;1739.85;3
1325;303222;72;11/21/2017;329.85;1
1326;1101;57;11/22/2017;14.50;2
1328;2215;31;11/22/2017;53.90;1
1328;301151;31;11/22/2017;764.85;2
1328;302201;31;11/22/2017;431.87;2
1329;2203;34;11/22/2017;41.90;2
1329;3305;34;11/22/2017;21.90;3
1330;1107;17;11/22/2017;16.50;1
1331;1107;3;11/22/2017;16.50;1
1331;2212;3;11/22/2017;53.90;3
1332;102201;73;11/22/2017;1739.85;3
1335;103151;19;11/22/2017;899.85;2
1337;2209;4;11/22/2017;53.90;2
1337;302221;4;11/22/2017;479.85;2
1339;101201;35;11/22/2017;2645.87;3
1339;302222;35;11/22/2017;479.85;2
1343;102151;41;11/24/2017;1739.85;1
1343;302221;41;11/24/2017;479.85;2
1343;401002;41;11/24/2017;281.85;3
1344;5201;70;11/25/2017;33.90;3
1344;201201;70;11/25/2017;832.35;2
1344;302161;70;11/25/2017;479.85;1
1345;1102;29;11/26/2017;14.50;2
1345;5405;29;11/26/2017;23.50;2
1346;5201;25;11/26/2017;32.21;3
1346;6402;25;11/26/2017;9.00;3
1346;301161;25;11/26/2017;764.85;1
1347;201161;5;11/26/2017;832.35;2
1348;4104;66;11/26/2017;15.50;1
1348;101152;66;11/26/2017;2939.85;2
1349;5404;41;11/26/2017;23.50;3
1350;2209;40;11/26/2017;48.51;2
1350;303181;40;11/26/2017;329.85;1
1351;201181;70;11/26/2017;832.35;2
1352;401001;12;11/26/2017;267.76;1
1354;2202;48;11/26/2017;41.90;1
1354;6402;48;11/26/2017;9.00;3
1355;2205;10;11/26/2017;39.81;1
1355;103221;10;11/26/2017;899.85;1
1355;302201;10;11/26/2017;455.86;2
1356;5404;51;11/26/2017;23.50;1
1356;302181;51;11/26/2017;455.86;3
1358;202161;7;11/26/2017;539.85;3
1359;201181;9;11/26/2017;832.35;3
1359;202161;9;11/26/2017;539.85;3
1360;1106;62;11/26/2017;14.85;1
1360;4105;62;11/26/2017;15.50;3
1361;202181;20;11/26/2017;539.85;2
1362;2203;28;11/27/2017;37.71;3
1362;102181;28;11/27/2017;1739.85;1
1362;401002;28;11/27/2017;281.85;3
1363;202201;48;11/27/2017;539.85;2
1364;5208;76;11/27/2017;33.90;3
1365;302181;77;11/27/2017;479.85;1
1366;301201;1;11/27/2017;764.85;1
1367;202221;72;11/27/2017;539.85;3
1368;4105;54;11/27/2017;15.50;2
1369;301151;28;11/27/2017;764.85;2
1370;301161;41;11/27/2017;764.85;2
1371;4105;8;11/27/2017;15.50;3
1371;201221;8;11/27/2017;832.35;3
1373;301181;72;11/27/2017;764.85;2
1374;1103;31;11/27/2017;14.50;2
1374;1104;31;11/27/2017;14.50;1
1375;301161;50;11/28/2017;764.85;2
3182;301151;259;12/12/2017;764.85;1
3183;302201;260;12/12/2017;479.85;2
3184;1111;261;12/12/2017;16.50;2
3185;303151;262;12/12/2017;329.85;2
3186;5207;263;12/12/2017;33.90;3
3187;1104;264;12/12/2017;14.50;1
3188;3303;265;12/12/2017;19.90;1
3189;4106;266;12/12/2017;15.50;2
3190;2207;267;12/12/2017;53.90;1
3191;5208;268;12/12/2017;33.90;3
3192;302202;269;12/12/2017;479.85;2
3193;5301;270;12/12/2017;11.90;2
