Orders export: 01/02/2019;;;;;
OrderID;ProductID;KlantID;OrderDatum;Prijs;Aantal
1159;101172;43;01/10/2018;2939.85;3
1160;102201;74;01/11/2018;1739.85;3
1161;103201;6;01/11/2018;899.85;2
1162;4105;22;01/12/2018;15.50;3
1163;4106;20;01/12/2018;15.50;2
1164;5405;36;01/12/2018;22.33;3
1165;7402;58;01/12/2018;23.50;1
1165;103151;58;01/12/2018;899.85;3
1165;303202;58;01/12/2018;329.85;3
1166;5201;49;01/12/2018;33.90;2
1167;2209;26;01/13/2018;53.90;1
1167;101152;26;01/13/2018;2939.85;3
1167;302201;26;01/13/2018;479.85;1
1168;303152;65;01/13/2018;329.85;2
1169;2207;39;01/14/2018;53.90;2
1169;401001;39;01/14/2018;281.85;1
1169;402002;39;01/14/2018;274.35;1
1170;1109;30;01/14/2018;16.50;1
1170;301161;30;01/14/2018;764.85;1
1171;302161;2;01/14/2018;479.85;1
1172;5202;38;01/14/2018;33.90;3
1173;5203;36;01/15/2018;33.90;2
1174;1103;76;01/15/2018;14.50;2
1174;4102;76;01/15/2018;12.15;1
1174;5205;76;01/15/2018;33.90;2
1175;1107;57;01/15/2018;16.50;2
1176;5204;54;01/15/2018;33.90;3
1177;2208;24;01/15/2018;48.51;1
1177;101171;24;01/15/2018;2939.85;2
1177;102201;24;01/15/2018;1652.86;3
1178;303161;18;01/15/2018;329.85;3
1179;303222;54;01/15/2018;329.85;1
1180;5205;45;01/15/2018;33.90;2
1181;3302;5;01/15/2018;16.63;2
1181;101171;5;01/15/2018;2939.85;2
1182;2214;67;01/15/2018;53.90;3
1183;7403;12;01/15/2018;36.00;1
1184;2207;33;01/15/2018;53.90;3
1184;2214;33;01/15/2018;53.90;3
1184;402002;33;01/15/2018;274.35;3
1185;5205;45;01/15/2018;33.90;3
1185;102171;45;01/15/2018;1739.85;1
1185;301181;45;01/15/2018;764.85;2
1186;4106;10;01/15/2018;15.50;2
1186;202161;10;01/15/2018;539.85;2
1187;302182;33;01/15/2018;479.85;2
1188;5206;27;01/15/2018;33.90;2
1189;1105;52;01/15/2018;14.50;2
1189;4103;52;01/15/2018;13.50;1
1189;5205;52;01/15/2018;33.90;2
1190;1108;16;01/15/2018;16.50;3
1190;302202;16;01/15/2018;479.85;3
1190;303222;16;01/15/2018;329.85;3
1191;202201;77;01/16/2018;539.85;2
1191;303202;77;01/16/2018;329.85;1
1192;2210;27;01/16/2018;53.90;2
1192;103201;27;01/16/2018;899.85;2
1192;202201;27;01/16/2018;539.85;2
1193;5207;33;01/16/2018;33.90;3
1194;1110;72;01/16/2018;16.50;1
1195;2211;73;01/17/2018;53.90;3
1195;5202;73;01/17/2018;30.51;3
1195;5401;73;01/17/2018;13.05;1
1196;5205;72;01/17/2018;33.90;3
1196;302201;72;01/17/2018;479.85;3
1196;303222;72;01/17/2018;313.36;1
1197;101202;26;01/18/2018;2939.85;2
1198;303162;5;01/19/2018;329.85;1
1199;5208;31;01/19/2018;33.90;2
1200;5301;24;01/19/2018;11.90;3
1201;5302;50;01/19/2018;9.98;3
1202;5202;28;01/19/2018;33.90;2
1202;202181;28;01/19/2018;539.85;2
1203;1103;26;01/19/2018;14.50;1
1204;7401;14;01/19/2018;23.50;1
1204;103171;14;01/19/2018;899.85;1
1204;303221;14;01/19/2018;329.85;2
1205;5303;25;01/19/2018;37.90;2
1206;2208;13;01/19/2018;53.90;3
1206;303222;13;01/19/2018;329.85;1
1207;1101;16;01/19/2018;14.50;1
1208;202221;75;01/19/2018;539.85;3
1209;5401;38;01/19/2018;14.50;3
1210;2206;40;01/19/2018;41.90;1
1210;5205;40;01/19/2018;33.90;2
1211;5402;40;01/19/2018;14.50;3
1212;7402;15;01/19/2018;23.50;3
1213;202201;32;01/19/2018;539.85;3
1214;5303;19;01/19/2018;37.90;1
1214;301151;19;01/19/2018;764.85;1
1214;401002;19;01/19/2018;281.85;1
1215;5403;62;01/20/2018;14.50;3
1216;201221;50;01/21/2018;749.12;1
1217;5402;11;01/22/2018;14.50;3
1217;101201;11;01/22/2018;2939.85;1
1217;202161;11;01/22/2018;539.85;3
1218;303151;20;01/22/2018;329.85;3
1219;5404;55;01/22/2018;23.50;3
1220;101221;5;01/22/2018;2939.85;2
1221;1110;59;01/22/2018;16.50;3
1221;101222;59;01/22/2018;2645.87;2
1222;2206;47;01/23/2018;37.71;2
1222;2207;47;01/23/2018;53.90;3
1222;101202;47;01/23/2018;2939.85;2
1223;2203;72;01/23/2018;39.81;3
1223;7402;72;01/23/2018;23.50;1
1223;102171;72;01/23/2018;1739.85;3
1224;5405;8;01/23/2018;23.50;3
1225;101151;69;01/23/2018;2939.85;3
1226;5301;40;01/24/2018;10.71;1
1227;5201;15;01/24/2018;33.90;3
1228;2213;11;01/25/2018;53.90;1
1228;201221;11;01/25/2018;832.35;1
1228;302162;11;01/25/2018;431.87;3
1229;3302;64;01/25/2018;17.50;1
1230;4104;37;01/25/2018;15.50;1
1230;102221;37;01/25/2018;1652.86;1
1231;4101;17;01/26/2018;13.50;2
1231;201161;17;01/26/2018;832.35;3
1232;101182;72;01/27/2018;2939.85;2
1232;301181;72;01/27/2018;764.85;3
1233;1102;2;01/27/2018;13.78;1
1233;2203;2;01/27/2018;41.90;3
1234;4102;42;01/27/2018;13.50;1
1234;103181;42;01/27/2018;854.86;2
1235;201201;70;01/27/2018;832.35;1
1235;302181;70;01/27/2018;479.85;1
1235;303152;70;01/27/2018;329.85;1
1236;303202;48;01/27/2018;329.85;3
1237;2203;25;01/27/2018;41.90;3
1237;2208;25;01/27/2018;53.90;2
1237;301161;25;01/27/2018;764.85;1
1238;1101;19;01/28/2018;14.50;1
1238;5302;19;01/28/2018;9.98;2
1238;303182;19;01/28/2018;329.85;3
1239;5204;14;01/28/2018;33.90;3
1240;2205;52;01/28/2018;41.90;3
1240;5302;52;01/28/2018;9.98;3
1240;102181;52;01/28/2018;1739.85;2
1241;201221;63;01/28/2018;832.35;2
1241;301181;63;01/28/2018;764.85;3
1241;303181;63;01/28/2018;296.87;3
1242;2210;6;01/29/2018;53.90;1
1242;101182;6;01/29/2018;2939.85;1
1243;1104;37;01/29/2018;14.50;1
1243;5303;37;01/29/2018;37.90;3
1244;6401;67;01/30/2018;12.00;2
1245;103151;21;01/30/2018;899.85;2
1245;202161;21;01/30/2018;539.85;3
1246;1108;1;01/30/2018;14.85;3
1246;101152;1;01/30/2018;2939.85;1
1246;103151;1;01/30/2018;899.85;1
1247;6401;67;01/31/2018;12.00;3
1248;1110;53;02/01/2018;14.85;2
1248;5401;53;02/01/2018;14.50;2
1248;101151;53;02/01/2018;2939.85;2
1249;6402;25;02/02/2018;9.00;2
1250;201201;6;02/02/2018;832.35;3
1251;6403;23;02/03/2018;15.00;3
1252;7401;40;02/03/2018;23.50;3
1253;3301;64;02/03/2018;4.05;1
1253;5206;64;02/03/2018;33.90;1
1253;101172;64;02/03/2018;2645.87;1
1254;201181;2;02/03/2018;832.35;3
1255;1107;42;02/03/2018;16.50;2
1256;7402;2;02/04/2018;23.50;3
1257;6402;21;02/04/2018;9.00;2
1258;1104;50;02/04/2018;14.50;2
1258;5206;50;02/04/2018;33.90;1
1258;401002;50;02/04/2018;281.85;1
1259;7403;4;02/04/2018;36.00;3
1260;5205;14;02/04/2018;33.90;1
1261;3301;42;02/04/2018;4.50;2
1262;2211;44;02/04/2018;53.90;3
1262;402002;44;02/04/2018;274.35;3
1263;102151;6;02/04/2018;1565.87;2
1263;103181;6;02/04/2018;899.85;1
1263;401002;6;02/04/2018;281.85;2
1264;5208;38;02/04/2018;32.21;1
1264;101152;38;02/04/2018;2939.85;1
1264;101222;38;02/04/2018;2939.85;1
1265;5403;34;02/04/2018;14.50;2
1266;1107;74;02/05/2018;14.85;1
1266;2201;74;02/05/2018;41.90;2
1266;302202;74;02/05/2018;479.85;3
1267;401001;36;02/06/2018;281.85;3
1268;7404;56;02/06/2018;36.00;2
1269;101171;64;02/07/2018;2939.85;1
1270;6401;24;02/07/2018;12.00;3
1270;103151;24;02/07/2018;899.85;3
1271;201161;52;02/07/2018;832.35;1
1272;2210;22;02/07/2018;48.51;1
1273;1104;35;02/07/2018;14.50;1
1273;2215;35;02/07/2018;51.21;3
1273;202181;35;02/07/2018;539.85;1
1274;1108;25;02/08/2018;16.50;3
1274;2207;25;02/08/2018;53.90;2
1274;2210;25;02/08/2018;53.90;3
1275;303161;33;02/08/2018;296.87;2
1276;5302;12;02/08/2018;9.98;3
1276;101181;12;02/08/2018;2939.85;1
1276;401001;12;02/08/2018;281.85;3
1277;101151;68;02/08/2018;2939.85;3
1278;2211;73;02/08/2018;53.90;2
1278;103151;73;02/08/2018;899.85;1
1279;4103;46;02/08/2018;13.50;3
1279;6401;46;02/08/2018;12.00;2
1279;102201;46;02/08/2018;1739.85;2
1280;101152;7;02/09/2018;2939.85;3
1281;101171;19;02/09/2018;2939.85;2
1282;7403;71;02/09/2018;36.00;2
1282;201181;71;02/09/2018;749.12;3
1283;2208;54;02/10/2018;53.90;1
1284;2210;4;02/11/2018;53.90;1
1284;4104;4;02/11/2018;15.50;3
1285;5202;61;02/11/2018;33.90;2
1285;301181;61;02/11/2018;764.85;2
1286;7402;19;02/11/2018;23.50;3
1286;102181;19;02/11/2018;1739.85;3
1286;301221;19;02/11/2018;726.61;2
1287;3303;11;02/12/2018;19.90;2
1287;5401;11;02/12/2018;14.50;2
1287;5403;11;02/12/2018;14.50;3
1288;101172;2;02/12/2018;2939.85;3
1289;1110;34;02/13/2018;16.50;1
1289;103151;34;02/13/2018;899.85;3
1289;303181;34;02/13/2018;329.85;3
1290;2202;54;02/14/2018;41.90;1
1290;4103;54;02/14/2018;12.15;3
1291;1104;70;02/14/2018;14.50;1
1291;303161;70;02/14/2018;329.85;1
1292;202181;29;02/14/2018;485.87;3
1292;302182;29;02/14/2018;479.85;3
1293;101222;58;02/15/2018;2939.85;1
1293;103171;58;02/15/2018;899.85;1
1294;101181;3;02/15/2018;2939.85;2
1295;301201;51;02/16/2018;764.85;3
1296;101222;1;02/16/2018;2939.85;2
1296;401002;1;02/16/2018;267.76;3
1297;101182;5;02/16/2018;2939.85;3
1298;6402;6;02/16/2018;9.00;3
1299;101201;22;02/17/2018;2939.85;3
1300;1108;70;02/17/2018;16.50;3
1300;101202;70;02/17/2018;2939.85;2
1301;101201;65;02/17/2018;2939.85;3
1302;101202;35;02/18/2018;2939.85;2
1304;1101;33;02/18/2018;14.50;2
1304;5405;33;02/18/2018;23.50;1
1304;101181;33;02/18/2018;2645.87;2
1306;1106;56;02/18/2018;16.50;3
1306;3301;56;02/18/2018;4.50;3
1306;102171;56;02/18/2018;1565.87;2
1307;1101;58;02/18/2018;14.50;1
1307;1111;58;02/18/2018;16.50;2
1307;301221;58;02/18/2018;764.85;2
1308;1111;30;02/19/2018;16.50;3
1308;103181;30;02/19/2018;899.85;1
1309;5206;5;02/19/2018;33.90;3
1309;6401;5;02/19/2018;12.00;2
1309;101172;5;02/19/2018;2645.87;3
1311;5405;46;02/19/2018;23.50;1
1311;101181;46;02/19/2018;2939.85;2
1311;303151;46;02/19/2018;329.85;1
1314;2215;54;02/19/2018;53.90;2
1314;101222;54;02/19/2018;2792.86;3
1315;7401;61;02/19/2018;23.50;1
1316;201161;44;02/20/2018;832.35;2
1318;2208;77;02/21/2018;53.90;3
1318;401001;77;02/21/2018;281.85;3
1320;3303;71;02/21/2018;19.90;3
1320;202201;71;02/21/2018;539.85;3
1321;101222;30;02/21/2018;2939.85;3
1324;5401;58;02/21/2018;13.05;3
1324;6401;58;02/21/2018;11.40;3
1324;102171;58;02/21/2018;1739.85;2
1327;102181;47;02/22/2018;1739.85;2
1333;2203;45;02/22/2018;41.90;2
1333;4103;45;02/22/2018;13.50;3
1333;301161;45;02/22/2018;764.85;3
1334;102221;49;02/22/2018;1739.85;3
1336;103171;28;02/22/2018;899.85;2
1338;103181;33;02/22/2018;899.85;2
1340;103201;10;02/23/2018;899.85;3
1341;2213;36;02/23/2018;51.21;2
1341;101151;36;02/23/2018;2939.85;3
1341;103201;36;02/23/2018;899.85;3
1342;103221;74;02/23/2018;899.85;3
1353;201201;44;02/26/2018;832.35;2
1357;201221;3;02/26/2018;832.35;2
1372;5401;65;02/27/2018;14.50;1
1372;103171;65;02/27/2018;899.85;1
1372;202221;65;02/27/2018;539.85;3
1376;401002;26;03/01/2018;281.85;2
1377;301201;28;03/01/2018;764.85;3
1378;302221;40;03/01/2018;479.85;2
1379;4106;65;03/01/2018;15.50;2
1379;302182;65;03/01/2018;479.85;2
1380;2204;41;03/01/2018;41.90;1
1381;303202;31;03/01/2018;329.85;3
1382;301221;61;03/01/2018;764.85;3
1383;302161;43;03/01/2018;479.85;3
1384;1109;17;03/01/2018;16.50;2
1384;302182;17;03/01/2018;479.85;1
1385;2204;71;03/01/2018;41.90;1
1385;5203;71;03/01/2018;33.90;2
1386;5303;34;03/01/2018;34.11;1
1387;2209;1;03/01/2018;53.90;1
1387;3305;1;03/01/2018;21.90;1
1387;302201;1;03/01/2018;479.85;3
1388;302162;32;03/01/2018;479.85;3
1389;301161;64;03/01/2018;764.85;1
1390;1109;73;03/01/2018;16.50;3
1391;2201;70;03/02/2018;41.90;1
1391;101152;70;03/02/2018;2939.85;2
1391;101202;70;03/02/2018;2939.85;3
1392;4105;55;03/02/2018;15.50;3
1393;1111;77;03/02/2018;16.50;3
1393;5208;77;03/02/2018;33.90;1
1394;1107;5;03/02/2018;16.50;1
1394;2207;5;03/02/2018;53.90;3
1394;101152;5;03/02/2018;2792.86;2
1395;101221;31;03/02/2018;2939.85;2
1395;102151;31;03/02/2018;1739.85;2
1396;301181;53;03/02/2018;764.85;1
1397;302181;27;03/02/2018;479.85;3
1398;103171;4;03/02/2018;899.85;1
1398;201201;4;03/02/2018;749.12;3
1399;2213;2;03/02/2018;53.90;1
1400;5401;6;03/03/2018;13.05;3
1400;6402;6;03/03/2018;8.10;1
1401;5402;23;03/04/2018;14.50;1
1402;3303;22;03/04/2018;17.91;2
1402;302201;22;03/04/2018;479.85;1
1403;102221;59;03/05/2018;1739.85;3
1404;2211;70;03/06/2018;53.90;1
1404;4103;70;03/06/2018;13.50;2
1404;5401;70;03/06/2018;14.50;1
1405;302182;32;03/07/2018;479.85;3
1406;101181;25;03/07/2018;2939.85;2
1406;101222;25;03/07/2018;2939.85;1
1406;102171;25;03/07/2018;1652.86;1
1407;202221;31;03/08/2018;539.85;3
1408;302201;22;03/09/2018;479.85;2
1409;302202;55;03/10/2018;479.85;3
1410;1107;58;03/11/2018;16.50;2
1410;101172;58;03/11/2018;2939.85;1
1411;1102;62;03/11/2018;14.50;1
1411;2205;62;03/11/2018;41.90;3
1411;3302;62;03/11/2018;17.50;2
1412;5303;58;03/12/2018;37.90;1
1412;101221;58;03/12/2018;2939.85;3
1412;303152;58;03/12/2018;329.85;1
1413;2204;35;03/13/2018;41.90;3
1413;102221;35;03/13/2018;1739.85;2
1414;301181;33;03/13/2018;764.85;3
1414;303181;33;03/13/2018;329.85;2
1415;2212;26;03/13/2018;53.90;3
1415;4103;26;03/13/2018;13.50;3
1415;6402;26;03/13/2018;9.00;2
1416;202201;33;03/14/2018;539.85;1
1417;5401;21;03/14/2018;13.78;1
1417;103151;21;03/14/2018;899.85;2
1418;302221;40;03/15/2018;479.85;3
1419;302222;11;03/15/2018;479.85;3
1420;202201;75;03/15/2018;539.85;3
1421;303151;64;03/15/2018;329.85;3
1422;301181;61;03/15/2018;764.85;3
1423;3305;41;03/16/2018;21.90;2
1423;302202;41;03/16/2018;431.87;1
1423;303162;41;03/16/2018;329.85;2
1424;3301;12;03/16/2018;4.50;2
1425;5301;41;03/16/2018;11.90;2
1425;301181;41;03/16/2018;764.85;1
1425;303221;41;03/16/2018;329.85;1
1426;303152;17;03/16/2018;329.85;3
1427;2209;24;03/16/2018;53.90;1
1428;1107;46;03/16/2018;15.68;2
1429;301181;47;03/16/2018;764.85;3
1430;201161;60;03/17/2018;790.73;3
1430;301161;60;03/17/2018;764.85;1
1430;401002;60;03/17/2018;281.85;3
1431;5303;20;03/17/2018;37.90;1
1431;201181;20;03/17/2018;832.35;2
1432;2205;52;03/18/2018;37.71;1
1432;102151;52;03/18/2018;1739.85;1
1432;302221;52;03/18/2018;455.86;1
1433;2208;77;03/19/2018;48.51;1
1433;5405;77;03/19/2018;23.50;2
1434;102181;40;03/20/2018;1739.85;1
1435;301161;45;03/20/2018;764.85;1
1436;1110;77;03/20/2018;14.85;2
1436;3304;77;03/20/2018;21.90;3
1436;4101;77;03/20/2018;12.15;1
1437;302222;58;03/20/2018;479.85;2
1438;2202;41;03/20/2018;41.90;3
1438;101182;41;03/20/2018;2939.85;1
1439;3304;45;03/20/2018;21.90;1
1439;101201;45;03/20/2018;2939.85;1
1440;5405;55;03/20/2018;23.50;3
1440;101151;55;03/20/2018;2939.85;3
1441;2208;36;03/21/2018;53.90;1
1441;101222;36;03/21/2018;2792.86;3
1441;302202;36;03/21/2018;479.85;3
1442;303161;60;03/21/2018;329.85;3
1443;303162;7;03/22/2018;329.85;3
1444;302201;56;03/23/2018;479.85;3
1445;303181;12;03/23/2018;329.85;2
1446;2201;50;03/24/2018;41.90;3
1446;101152;50;03/24/2018;2939.85;1
1447;201161;49;03/25/2018;832.35;3
1447;303151;49;03/25/2018;329.85;2
1448;303202;73;03/25/2018;329.85;3
1449;103221;31;03/26/2018;899.85;2
1449;302202;31;03/26/2018;479.85;1
1449;303182;31;03/26/2018;329.85;2
1450;5401;75;03/27/2018;14.50;1
1450;202161;75;03/27/2018;539.85;3
1450;202201;75;03/27/2018;539.85;2
1451;302162;39;03/28/2018;479.85;1
1451;302201;39;03/28/2018;455.86;1
1451;402001;39;03/28/2018;274.35;2
1452;303182;21;03/28/2018;329.85;2
1453;2204;49;03/28/2018;41.90;2
1453;7404;49;03/28/2018;34.20;3
1453;301201;49;03/28/2018;764.85;2
1454;4103;53;03/28/2018;13.50;1
1455;303201;62;03/28/2018;329.85;3
1456;202221;57;03/28/2018;539.85;1
1457;303202;3;03/28/2018;329.85;2
1458;303221;22;03/28/2018;329.85;2
1459;301181;24;03/28/2018;764.85;2
1459;302221;24;03/28/2018;479.85;2
1460;303222;60;03/28/2018;329.85;2
1461;401001;49;03/29/2018;281.85;3
1462;303222;31;03/29/2018;329.85;2
1463;5401;19;03/29/2018;14.50;2
1464;302181;36;03/29/2018;479.85;3
1465;401002;52;03/29/2018;281.85;3
1466;5203;3;03/29/2018;33.90;1
1467;1101;34;03/29/2018;14.50;1
1467;5402;34;03/29/2018;14.50;2
1467;7403;34;03/29/2018;36.00;3
1468;7401;22;03/29/2018;23.50;1
1468;302181;22;03/29/2018;479.85;2
1469;2213;41;03/30/2018;53.90;2
1469;302202;41;03/30/2018;479.85;1
1470;301201;71;03/30/2018;764.85;3
1470;302162;71;03/30/2018;479.85;3
1471;402001;56;03/30/2018;274.35;2
1472;402002;8;03/31/2018;274.35;3
1473;303221;40;03/31/2018;329.85;3
1474;1101;65;04/01/2018;14.50;2
1475;5202;51;04/02/2018;33.90;1
1475;5402;51;04/02/2018;14.50;3
1475;101201;51;04/02/2018;2645.87;3
1476;5206;37;04/02/2018;32.21;2
1476;102151;37;04/02/2018;1739.85;2
1477;1102;56;04/02/2018;14.50;2
1478;1103;51;04/03/2018;14.50;2
1479;1102;15;04/03/2018;14.50;3
1479;303222;15;04/03/2018;313.36;2
1480;4104;9;04/04/2018;14.73;1
1481;1106;53;04/04/2018;16.50;2
1481;303151;53;04/04/2018;329.85;3
1481;303222;53;04/04/2018;329.85;1
1482;201161;60;04/04/2018;749.12;3
1482;303161;60;04/04/2018;329.85;3
1483;5204;76;04/05/2018;33.90;3
1483;6401;76;04/05/2018;12.00;2
1484;301221;44;04/05/2018;764.85;3
1485;3305;37;04/05/2018;21.90;3
1486;2205;68;04/05/2018;41.90;2
1486;3304;68;04/05/2018;20.81;1
1486;301221;68;04/05/2018;764.85;3
1487;1104;27;04/05/2018;14.50;3
1488;1105;59;04/05/2018;14.50;3
1489;5402;48;04/05/2018;14.50;3
1490;1107;19;04/05/2018;16.50;3
1490;5206;19;04/05/2018;33.90;1
1490;303151;19;04/05/2018;329.85;3
1491;3304;6;04/05/2018;21.90;1
1491;3305;6;04/05/2018;21.90;3
1491;102151;6;04/05/2018;1739.85;1
1492;101181;13;04/05/2018;2792.86;1
1492;102201;13;04/05/2018;1739.85;3
1493;301151;20;04/06/2018;764.85;2
1493;301221;20;04/06/2018;764.85;1
1494;3301;77;04/06/2018;4.05;1
1495;5208;42;04/07/2018;33.90;2
1495;103151;42;04/07/2018;899.85;1
1495;103221;42;04/07/2018;899.85;1
1496;5404;25;04/07/2018;21.15;2
1496;301151;25;04/07/2018;764.85;1
1496;303162;25;04/07/2018;296.87;3
1497;101151;38;04/07/2018;2939.85;2
1498;1106;47;04/07/2018;16.50;3
1499;1111;11;04/07/2018;16.50;2
1499;301161;11;04/07/2018;764.85;2
1500;2206;57;04/08/2018;41.90;2
1501;1101;20;04/08/2018;14.50;3
1502;101221;4;04/08/2018;2939.85;2
1502;102181;4;04/08/2018;1739.85;2
1502;303161;4;04/08/2018;329.85;1
1503;2212;76;04/08/2018;53.90;3
1504;1108;8;04/08/2018;16.50;3
1504;103201;8;04/08/2018;899.85;3
1504;303201;8;04/08/2018;329.85;2
1505;2208;10;04/08/2018;48.51;2
1505;102201;10;04/08/2018;1739.85;2
1506;102181;6;04/08/2018;1739.85;2
1507;1107;23;04/09/2018;16.50;3
1508;4101;53;04/09/2018;12.83;3
1508;5405;53;04/09/2018;23.50;2
1508;303162;53;04/09/2018;329.85;1
1509;5208;3;04/10/2018;33.90;2
1510;1108;42;04/10/2018;16.50;3
1511;1109;44;04/10/2018;16.50;3
1512;1101;16;04/11/2018;14.50;3
1512;303151;16;04/11/2018;296.87;1
1512;303182;16;04/11/2018;329.85;3
1513;2205;9;04/11/2018;41.90;3
1513;5402;9;04/11/2018;14.50;2
1514;6402;73;04/11/2018;9.00;3
1514;301181;73;04/11/2018;764.85;3
1514;302181;73;04/11/2018;479.85;2
1515;101172;9;04/11/2018;2939.85;3
1516;303181;72;04/11/2018;313.36;2
1517;301181;8;04/11/2018;764.85;3
1517;302202;8;04/11/2018;479.85;3
1518;103181;56;04/11/2018;899.85;3
1519;2201;46;04/12/2018;41.90;1
1519;5201;46;04/12/2018;33.90;1
1519;5208;46;04/12/2018;33.90;2
1520;1103;31;04/13/2018;14.50;3
1520;101172;31;04/13/2018;2792.86;2
1521;102171;10;04/13/2018;1739.85;2
1522;302221;71;04/14/2018;479.85;1
1523;1110;21;04/14/2018;16.50;3
1523;103221;21;04/14/2018;899.85;1
1524;2207;54;04/14/2018;53.90;3
1524;102181;54;04/14/2018;1565.87;3
1524;301181;54;04/14/2018;764.85;3
1525;1110;18;04/14/2018;16.50;3
1526;2205;76;04/14/2018;41.90;3
1527;5201;52;04/15/2018;33.90;3
1527;7402;52;04/15/2018;23.50;1
1527;103151;52;04/15/2018;899.85;3
1528;2215;6;04/15/2018;53.90;1
1528;7401;6;04/15/2018;22.33;1
1529;101221;4;04/15/2018;2939.85;2
1530;101171;18;04/15/2018;2939.85;2
1531;2214;64;04/15/2018;51.21;3
1531;201161;64;04/15/2018;832.35;1
1532;1111;52;04/15/2018;16.50;2
1533;2207;29;04/16/2018;48.51;2
1534;2201;31;04/16/2018;41.90;2
1535;5401;38;04/17/2018;14.50;1
1536;1110;11;04/17/2018;16.50;2
1536;5208;11;04/17/2018;33.90;3
1536;5303;11;04/17/2018;37.90;1
1537;1101;63;04/17/2018;14.50;3
1537;5203;63;04/17/2018;33.90;3
1537;103151;63;04/17/2018;899.85;2
1538;2212;3;04/18/2018;53.90;2
1538;301151;3;04/18/2018;764.85;1
1539;5205;7;04/18/2018;33.90;2
1539;302202;7;04/18/2018;431.87;2
1539;303152;7;04/18/2018;329.85;2
1540;1106;15;04/18/2018;16.50;1
1541;2211;20;04/18/2018;53.90;2
1541;101171;20;04/18/2018;2939.85;3
1541;101222;20;04/18/2018;2939.85;1
1542;5404;74;04/18/2018;23.50;3
1543;2201;5;04/18/2018;41.90;2
1543;4104;5;04/18/2018;15.50;1
1543;5404;5;04/18/2018;23.50;1
1544;202161;42;04/19/2018;539.85;2
1544;302181;42;04/19/2018;479.85;1
1545;2202;52;04/19/2018;41.90;2
1546;2213;17;04/19/2018;53.90;2
1547;2201;53;04/19/2018;41.90;3
1547;302181;53;04/19/2018;479.85;3
1547;303181;53;04/19/2018;329.85;1
1548;5207;68;04/19/2018;33.90;1
1548;103201;68;04/19/2018;809.87;3
1548;402001;68;04/19/2018;260.63;2
1549;2203;54;04/20/2018;41.90;2
1550;5202;47;04/20/2018;33.90;1
1550;303222;47;04/20/2018;313.36;3
1551;2204;50;04/21/2018;41.90;3
1552;2205;12;04/21/2018;41.90;3
